Store,Address,Phone,lat,lon
"D. V. S. IRON & ALUMINUM WORKS, INC.","117, 14TH ST, BROOKLYN, 11215",7187687961,40.66872777316005,-73.99408458701754
"ALPHA OMEGA INSTALLATION, INC.","86, WINDSOR PL, BROOKLYN, 11215",718 908-8008,40.66044830428201,-73.98224875490769
AUTOMOTIVE EXPRESS INC.,"270, 4TH AVE, BROOKLYN, 11215",7185223111,40.67596479443049,-73.98405801655072
NICK PAWSON LLC,"174, CARROLL ST, BROOKLYN, 11231",9179166465,40.68177383630889,-73.99910584435246
WELLBUILT INTERIOR LLC,"71, OCEAN PKWY, BROOKLYN, 11218",7189724737,40.64936900221548,-73.97492174580506
PARK SLOPE RENTAL CORP.,"142, 9TH ST, BROOKLYN, 11215",7188020222,40.67224374940577,-73.99265671452159
"MOON MAINTENANCE PLUS, LTD.","548, HENRY ST, BROOKLYN, 11231",6465150072,40.68235298644781,-74.00027762331779
PICADELY CONSTRUCTION INC.,"3517, 12TH AVE, BROOKLYN, 11218",7188717491,40.64420782094499,-73.98500970443709
VITO & SON LTD,"1019, 39TH ST, BROOKLYN, 11219",7188716610,40.644219514166274,-73.9922237828417
"ISLAM, MOHAMMED","445, E 5TH ST, BROOKLYN, 11218",6464967260,40.64156563085332,-73.97515528940106
49 CHURCH AVE. AUTO REPAIR INC.,"49, CHURCH AVE, BROOKLYN, 11218",7188514400,40.641953837378615,-73.981475359024
H G RENOVATION CORP.,"1316, 41ST ST, BROOKLYN, 11218",718 813-2640,40.639146665208095,-73.986880883074
"UDDIN, MOHAMMAD","484, E 4TH ST, BROOKLYN, 11218",347 429-5803,40.64006163421608,-73.97584045978476
AURORA NY CONSTRUCTION INC.,"70, DAHILL RD, BROOKLYN, 11218",929-261-5967,40.64563726862479,-73.98104551823728
"GMN CONSTRUCTION & CONTRACTING, LLC","224, DAHILL RD, BROOKLYN, 11218",718-791-0160,40.641783468545974,-73.98031874523117
"IQBAL,MOHAMMAD","386, OCEAN PKWY, BROOKLYN, 11218",7183605616,40.63956703354775,-73.97339767877845
"TIME GALLERIES, INC.","562, 5TH AVE, BROOKLYN, 11215",7187888300,40.66521688608138,-73.9896152298531
ETGC SERVICES INC,"448, 3RD AVE, BROOKLYN, 11215",917-468-9468,40.67191697598374,-73.99065601241098
"ISLAM, TOUFIQUL","572, OCEAN PKWY, BROOKLYN, 11218",6468947243,40.63454384901796,-73.97244490878013
KEVIN KERR,"608, HENRY ST, BROOKLYN, 11231",9177569986,40.68019284304103,-74.00131956938915
"HUQ,MOHAMMED Z","1160, 39TH ST, BROOKLYN, 11218",7184387287,40.64245987630469,-73.9893449176197
MENORAH MEDICAL SUPPLY INC,"505, DITMAS AVE, BROOKLYN, 11218",,40.63601813037593,-73.97386027680045
GTN RENOVATION INC.,"1073, 39TH ST, BROOKLYN, 11219",7186335577,40.64365951172836,-73.99129777255274
CNS CONSTRUCTION INC,"1626, 10TH AVE, BROOKLYN, 11215",9176979046,40.658570254158036,-73.978601791786
CREATIVE CONSTRUCTION BROOKLYN INC,"572, OCEAN PKWY, BROOKLYN, 11218",718 219-32126,40.63454384901796,-73.97244490878013
"ABDOULKARIM, YAFAI A","159, BALTIC ST, BROOKLYN, 11201",718-422-0477,40.68744452243778,-73.99810696920653
HONGXING LAUNDROMAT INC,"409, 7TH AVE, BROOKLYN, 11215",7189654653,40.66433512623794,-73.98370034363093
NNT CONSTRUCTION INC,"183, OCEAN PKWY, BROOKLYN, 11218",347 863-9974,40.64383529031058,-73.97390045537215
SCORDIO CONSTRUCTION INC.,"560, 4TH AVE, BROOKLYN, 11215",7183690500,40.66641929020233,-73.99201212583688
AA'S TOWING & COLLISION INC.,"79, 14TH ST, BROOKLYN, 11215",9293599417,40.669202665947815,-73.9950686516911
RM CONSTRUCTION CORP,"211, DAHILL RD, BROOKLYN, 11218",9176601245,40.64193992254255,-73.98032590571226
WY FOOD CORP.,"270, 5TH AVE, BROOKLYN, 11215",718-768-9258,40.6744630842986,-73.98190614802294
"AWAL CONTRACTING CO., INC.","379, E 2ND ST, BROOKLYN, 11218",7189728955,40.641953238435285,-73.97807022674473
"ABEDIN, MD J","595, E 4TH ST, BROOKLYN, 11218",7182842260,40.63744848755066,-73.97532256355781
DOWNTOWN RENOVATIONS CORP.,"531, MCDONALD AVE, BROOKLYN, 11218",7327860011,40.64131939146224,-73.9791370060983
"RAHMANN CONTRACTING COMPANY, LTD.","60, SACKETT STREET, BROOKLYN, 11231",7184622480,40.67310296353988,-73.99442667373667
"EMRAN CONTRACTING CO., INC.","379, E 2ND ST, BROOKLYN, 11218",6318298897,40.641953238435285,-73.97807022674473
SCORDIO CONSTRUCTION INC.,"560, 4TH AVE, BROOKLYN, 11215",7183690500,40.66641929020233,-73.99201212583688
WIRELESS PRODUCTS LLC,"226, CHURCH AVE, BROOKLYN, 11218",9175777263,40.64338326319805,-73.9780265160487
"RUNA, MOSAMMAT Z B","63, CHURCH AVE, BROOKLYN, 11218",718-686-1070,40.64218979638849,-73.98090957109605
"BROWNSTONE WORKS WELL, LLC","123, 7TH AVE, BROOKLYN, 11215",7184996030,40.67334492403461,-73.97621053436812
MR. AIR NYC CORP.,"59, 9TH ST, BROOKLYN, 11215",2123934822,40.67352844105749,-73.99525939793672
"BELAYET, HOSSAIN","622, E 3RD ST, BROOKLYN, 11218",7184356610,40.636883243070415,-73.97618389939363
PRIME TECH RESTORATION INC,"100, CATON AVE, BROOKLYN, 11218",3475995372,40.64730868503752,-73.98011531358515
I & I BUILDERS CORP.,"303, BEVERLEY RD, BROOKLYN, 11218",9178384887,40.64297412318244,-73.97716904874558
"GOWANUS REP, LLC","100, PROSPECT PARK W, BROOKLYN, 11215",6466971600,40.66676819549542,-73.97505939029568
"UDDIN, JAHIR","445, E 5TH ST, BROOKLYN, 11218",3473035429,40.64156563085332,-73.97515528940106
ACCURATE CONSTRUCTION USA CORP,"269, DAHILL RD, BROOKLYN, 11218",6466443083,40.64095451235767,-73.98013882669146
MD MOSHIUL KARIM,"1448, 36TH ST, BROOKLYN, 11218",9292831434,40.640315165374666,-73.98125962036634
BROOKLYN HOME REMODEL LLC,"92, LUQUER ST, BROOKLYN, 11231",917-439-4972,40.67795310709062,-74.001384419748
S.A.M. CONSTRUCTION & RENOVATION INC.,"353, PROSPECT AVE, BROOKLYN, 11215",7189746182,40.661777367840976,-73.98660970776913
"ALLSTAR DME, INC","251, E 5TH ST, BROOKLYN, 11218",9292835542,40.64648997232025,-73.97608677774659
SP PLUS CORPORATION,"500, 5TH ST, BROOKLYN, 11215",2125025490,40.667289024430715,-73.98788826389756
"M.R.S., INC.","247A, 7TH ST, BROOKLYN, 11215",6462087736,40.67197991737194,-73.98856874512558
YUSUF CONTRACTING CORPORATION,"589, E 4TH ST, BROOKLYN, 11218",7184364365,40.6375555380929,-73.97534053935652
HIDALGO ORTIZ HANDYMAN & CLEANING SERVICE INC,"505, 12TH ST, BROOKLYN, 11215",7184990139,40.663274935254606,-73.97930675801355
6M HOLDINGS INC.,"418, CONEY ISLAND AVE, BROOKLYN, 11218",718-437-7730,40.647781662675136,-73.97126826202356
"GAMESTOP, INC.","527, 5TH AVE, BROOKLYN, 11215",718-623-2151,40.666397045021846,-73.9886057482649
CHOICE GENERAL CONSTRUCTION INC.,"318, ALBEMARLE RD, BROOKLYN, 11218",6463274111,40.64540050846599,-73.97714659748823
KHH FOOD CORP.,"252, 5TH AVE, BROOKLYN, 11215",718-857-4819,40.67502294430024,-73.98144093804638
P&P UNITED CONTRACTING INC.,"357, PROSPECT AVE, BROOKLYN, 11215",7187589024,40.66169775449117,-73.98648357040643
"AZAD, ABUL K","1092, EAST 43RD STREET, BROOKLYN, 11210",9173069617,40.64270044783208,-73.98165531950104
"HELAL,MOHAMMED","347, MCDONALD AVE, BROOKLYN, 11218",7189721588,40.645804523472016,-73.9800004491298
"A & R REMODELING, INC.","417, GREENWOOD AVE, BROOKLYN, 11218",347-415-4330,40.65073096926844,-73.97760966035251
ACMI BUILDERS INC,"509, MCDONALD AVE, BROOKLYN, 11218",3477812778,40.64181347044457,-73.9792341409119
"LITTLE MIRACLES DESIGNS, L.L.C.","540, PRESIDENT ST, BROOKLYN, 11215",7188444963,40.67735377345192,-73.98497341228739
"PARVEJE, MOHAMMED","618, OCEAN PKWY, BROOKLYN, 11218",6463279185,40.633316872583755,-73.97221123024902
"A. ALIF CONSTRUCTION, LLC","3521, 12TH AVE, BROOKLYN, 11218",7188133638,40.6441831267873,-73.98507817525248
"ISLAM, MOHAMMED","188C, DAHILL RD, BROOKLYN, 11218",9174126669,40.642837499195146,-73.98051301591022
EZ PRO CORP,"1425, 37TH ST, BROOKLYN, 11218",9174120275,40.63999692074833,-73.98220735373705
"MOWUL, SIRAJUL","3524, 12TH AVE, BROOKLYN, 11218",9178638728,40.644174902227284,-73.98515384922027
"UDDIN CONTRACTING, CORP.","518, MCDONALD AVE, BROOKLYN, 11218",917-348-1619,40.6415938837094,-73.97921258947699
"AEG SPECIAL PROJECTS, INC.","612, 3 STREET, BROOKLYN, 11215",2123370929,40.668711452983054,-73.9748531923194
"SABA, EPIFANIO","518, 3RD AVE, BROOKLYN, 11215",7189653017,40.66974873526772,-73.99246232913545
HIGHLAND CONSTRUCTION INC.,"302, ALBEMARLE RD, BROOKLYN, 11218",7187178695,40.64535393225209,-73.97757903325315
CSOMAI CONSTRUCTION INC,"1018, 45TH ST, BROOKLYN, 11219",6463005483,40.64092321568084,-73.99586345862166
"PARK SLOPE CANDY SHOP, INC.","95, 7TH AVE, BROOKLYN, 11215",718-783-8100,40.67426978261519,-73.97558652895715
AM & TS CONSTRUCTION INC,"262, DAHILL RD, BROOKLYN, 11218",6469203058,40.64110273948032,-73.98018922833552
H & H GENERAL CONSTRUCTION INC.,"113, CHESTER AVE, BROOKLYN, 11218",7188715913,40.642750097002704,-73.98324798998338
"LOPEZ GUINEA, SANTOS M","205, DITMAS AVE, BROOKLYN, 11218",9176868600,40.63570309534029,-73.97672476717122
"ADIBA CONTRACTING, CORP.","3709, 13TH AVE, BROOKLYN, 11218",718-306-7309,40.64162500759696,-73.9852372923832
"DILDER, MOHAMMED","1042, 45TH ST, BROOKLYN, 11219",212-920-5841,40.64068440438337,-73.99546711634973
"HAQUE, ENAMUL","1458, 36TH ST, BROOKLYN, 11218",3478669692,40.64021907251664,-73.9811047088465
"KHAN & MAJID DME, INC.","251, E 5TH ST, BROOKLYN, 11218",7189862294,40.64648997232025,-73.97608677774659
NEW ERA DEVELOPMENT GROUP LLC,"68, 68 35TH ST., BROOKLYN, 11232",7182374900,40.68206471200583,-74.0041174604997
FN FRANKLIN CONSTRUCTION CORP.,"1135, 43RD ST, BROOKLYN, 11219",646 775-5622,40.640651302335044,-73.99235751871166
A 13 WOODWORK INC.,"576, 3RD AVE, BROOKLYN, 11215",7187886828,40.6676737844459,-73.99419642632085
"LUKACEVIC, BECIR","125, OCEAN PKWY, BROOKLYN, 11218",7189724843,40.64713740625604,-73.9745261891631
AMIN HOME IMPROVEMENTS INC.,"3616, 14TH AVE, BROOKLYN, 11218",7184359337,40.640834125198566,-73.98249899409747
"EXCELLENT DME, INC.","251, E 5TH ST, BROOKLYN, 11218",9292603558,40.64648997232025,-73.97608677774659
"MBW CONSTRUCTION, INC.","717, E 3RD ST, BROOKLYN, 11218",7188713499,40.634495178764304,-73.97570916725536
LABU CONSTRUCTION INC,"581, E 4TH ST, BROOKLYN, 11218",6093343065,40.637698273172006,-73.97536931129078
MM CONTRACTING NY INC,"553, E 2ND ST, BROOKLYN, 11218",929-326-4594,40.6374543675197,-73.97721417411194
"ANWAR, MOHAMMED NURUL","1124, 43RD ST, BROOKLYN, 11219",7187817710,40.64075012738831,-73.99255208287704
NABIL CONSTRUCTION CO LLC,"564, E 2ND ST, BROOKLYN, 11218",9178928844,40.63727046467121,-73.9772034277213
WARDA CONTRACTING INC,"284, E 3RD ST, BROOKLYN, 11218",9173658420,40.644873618119995,-73.97769810924487
METROPOLITAN WIRELESS NN INC,"481, 5TH AVE, BROOKLYN, 11215",5164761527,40.667785781586474,-73.98744479433523
EXPO CONTRACTING CORPORATION,"564, E 4TH ST, BROOKLYN, 11218",347-350-8923,40.63869742075767,-73.97558152769356
SABIHA RESTORATION INC,"553, E 2ND ST, BROOKLYN, 11218",347-788-7339,40.6374543675197,-73.97721417411194
"NATIONWIDE DME, INC.","251, E 5TH ST, BROOKLYN, 11218",9292603558,40.64648997232025,-73.97608677774659
"UDDIN, MUHAMMED S","4117, 15TH AVE, BROOKLYN, 11219",718-306-7919,40.63669234643895,-73.98319546523705
GABRIEL'S WROUGHT IRON WORKS INC.,"177, 9TH ST, BROOKLYN, 11215",7184994077,40.67172216576643,-73.99154645567596
L.A. CONSTRUCTION,"600, E 4TH ST, BROOKLYN, 11218",7189727476,40.637374379857995,-73.97532979709838
STANZIONE STUDIO LLC,"123, 8TH ST, BROOKLYN, 11215",7183992396,40.6726608916696,-73.99171937543134
"ULLAH, MD E","4315, 12TH AVE, BROOKLYN, 11219",7187244549,40.63957250006001,-73.99095960605374
"BROOKLYN WOODCRAFT, LLC","88, E 2ND ST, BROOKLYN, 11218",917 838-0051,40.64959498902938,-73.97954163951105
"HENRYSMITH PROPERTY MANAGEMENT, INC.","307, SMITH ST, BROOKLYN, 11231",6462260117,40.681490971793906,-73.99400052948556
AM CONTRACTING NY LLC,"405, EAST 2ND STREET, BROOKLYN, 11218",6464965025,40.64678070048753,-73.9750560509525
BARAKAH GENERAL CONTRACTING CORP.,"333, MCDONALD AVE, BROOKLYN, 11218",3478374908,40.64605979652842,-73.98004721858807
UNLIMIT YOURSELF WIRELESS 6 INC,"475, 5TH AVE, BROOKLYN, 11215",,40.66806297907148,-73.98721764446852
IRAM CONTRACTING CORP,"474, E 4TH ST, BROOKLYN, 11218",646-427-8916,40.6402318177448,-73.97587282716466
DITMAS WIRELESS INC,"507, DITMAS AVE, BROOKLYN, 11218",9175777263,40.636020871066215,-73.97384226075442
ALAMIN CONSTRUCTION INC.,"623, E 5TH ST, BROOKLYN, 11218",7188541300,40.63705301411564,-73.97429944354573
"SALCITO DESIGN, LLC","363, 7TH ST, BROOKLYN, 11215",3476618573,40.6698796499789,-73.9842252928822
LOUIE TOWING INC.,"490, 3RD AVE, BROOKLYN, 11215",718-877-0523,40.670522718142884,-73.99181697205967
T&D NY CONSTRUCTION CORP,"459, 6TH AVENUE, BROOKLYN, 11215",7184994371,40.67320727511485,-73.99463936021024
R D BONILLA LANDSCAPING & NURSERY CORP,"1033, 38TH ST, BROOKLYN, 11219",7184381599,40.644603721196134,-73.99134449435854
NAAM CONSTRUCTION CORP.,"320, E 7TH ST, BROOKLYN, 11218",917-607-0506,40.644233047266844,-73.97287692341045
J D C MESBAH CONSTRUCTION INC,"553, E 2ND ST, BROOKLYN, 11218",7186336372,40.6374543675197,-73.97721417411194
PROGRESSIVE CONTRACTING NY CORP,"88, CHURCH AVE, BROOKLYN, 11218",3473413808,40.64258213315527,-73.9799257446486
KIMANI CONSTRUCTION CORPORATION,"715, CHURCH AVE, BROOKLYN, 11218",7189723155,40.64563832564339,-73.97266014132616
J. ALAM HOME IMPROVEMENT INC.,"230, OCEAN PKWY, BROOKLYN, 11218",7187561800,40.64420317911397,-73.97428948259274
FAME CONTRACTING INC.,"140, OCEAN PKWY, BROOKLYN, 11218",7184350693,40.64599291300952,-73.97489779001465
PLAZA CONTRACTING COMPANY INC,"3810, FORT HAMILTON PKWY, BROOKLYN, 11218",9179391764,40.64354686504185,-73.98994290856521
